-0.033275,0.028925,-8.830712,-0.011332,-0.052133,-177.250862,0.000670,0.000787,0.091662,0.000047,0.000047,0.019420,2025-10-20 18:01:27.621
0.004100,0.029400,-7.127595,-0.008737,-0.008960,-177.822855,0.000700,0.000663,0.052512,0.000048,0.000049,0.006428,2025-10-20 18:01:41.811
0.018175,0.028600,-6.354102,-0.008000,0.006400,-178.028169,0.000771,0.000490,0.065075,0.000000,0.000000,0.006011,2025-10-20 18:01:54.648
0.029150,0.028450,-5.656526,-0.007400,0.018800,-178.210410,0.000357,0.000805,0.096716,0.000000,0.000000,0.008375,2025-10-20 18:02:10.752
0.045600,0.027600,-4.789927,-0.006533,0.038000,-178.448683,0.000663,0.000663,0.073374,0.000047,0.000000,0.013886,2025-10-20 18:02:30.784
0.083400,0.027675,-3.661200,-0.004852,0.079718,-178.717170,0.000490,0.000468,0.047593,0.000228,0.000105,0.139443,2025-10-20 18:03:14.509
0.083400,0.027525,-3.664065,-0.004872,0.079760,-178.723899,0.000490,0.000499,0.054280,0.000191,0.000080,0.122381,2025-10-20 18:03:16.158
0.057950,0.027900,-4.529231,-0.005932,0.051583,-178.575716,0.000497,0.000539,0.073542,0.000047,0.000038,0.022007,2025-10-20 18:03:42.460
0.057100,0.027900,-4.603716,-0.005905,0.050685,-178.545091,0.000300,0.000300,0.048870,0.000044,0.000053,0.032442,2025-10-20 18:03:54.572
0.005300,0.028950,-6.119189,-0.008300,-0.007835,-177.981201,0.000458,0.000589,0.066818,0.000000,0.000048,0.005065,2025-10-20 18:04:09.654
-0.033800,0.029800,-9.326321,-0.010625,-0.051998,-177.260887,0.000400,0.000600,0.074139,0.000043,0.000016,0.017830,2025-10-20 18:04:23.083
-0.004200,-0.093200,162.881284,0.101920,-0.037838,89.955367,0.000748,0.000400,0.081028,0.000173,0.000593,0.251762,2025-10-20 18:05:21.988
-0.004100,-0.070000,162.632047,0.075168,-0.037373,89.982833,0.000300,0.000447,0.066015,0.000057,0.000124,0.061512,2025-10-20 18:05:42.912
-0.006150,-0.030325,156.093166,0.031115,-0.036305,91.084796,0.000614,0.000468,0.100053,0.000036,0.000022,0.015706,2025-10-20 18:05:58.881
-0.004950,0.008525,148.339615,-0.015200,-0.034300,92.177145,0.000999,0.000547,0.114017,0.000000,0.000000,0.008230,2025-10-20 18:06:13.633
-0.004900,0.039850,143.937867,-0.049250,-0.032420,92.811350,0.000700,0.000477,0.085645,0.000067,0.000051,0.024320,2025-10-20 18:06:28.549
-0.015700,-0.084300,-17.766579,0.095523,-0.040328,120.517106,0.000458,0.000640,0.086704,0.000121,0.000172,0.143864,2025-10-20 18:07:32.339
-0.008000,-0.070700,-16.060598,0.080615,-0.031685,120.558168,0.000632,0.000458,0.060348,0.000076,0.000065,0.048063,2025-10-20 18:07:52.204
0.003450,-0.050825,-16.805443,0.058265,-0.018400,121.096652,0.000773,0.000380,0.048257,0.000048,0.000063,0.038575,2025-10-20 18:08:04.843
0.017550,-0.023900,-28.025389,0.028853,0.000310,123.053652,0.000740,0.000768,0.063995,0.000050,0.000030,0.013340,2025-10-20 18:08:27.316
0.034625,0.001725,-36.470787,-0.000500,0.020400,124.333460,0.000533,0.000591,0.059475,0.000000,0.000000,0.010637,2025-10-20 18:08:43.090
0.050600,0.026950,-45.219852,-0.027288,0.039710,125.687841,0.000970,0.000669,0.049537,0.000033,0.000030,0.019398,2025-10-20 18:08:59.789
-0.058700,0.086250,149.263258,-0.062308,-0.083305,-142.677343,0.000640,0.000766,0.063995,0.000336,0.000242,0.341080,2025-10-20 18:09:27.344
-0.029100,0.065275,150.698517,-0.037928,-0.051215,-142.371090,0.000300,0.000670,0.067793,0.000055,0.000053,0.044295,2025-10-20 18:09:43.480
-0.000225,0.042875,152.630818,-0.012093,-0.018500,-142.835139,0.000851,0.000714,0.074691,0.000026,0.000000,0.010200,2025-10-20 18:09:57.078
0.031175,0.020825,154.779409,0.013578,0.014655,-143.448469,0.000441,0.000703,0.074139,0.000042,0.000050,0.010793,2025-10-20 18:10:09.649
0.060700,-0.001500,158.495041,0.038285,0.047610,-144.410489,0.000458,0.000500,0.075129,0.000057,0.000066,0.040543,2025-10-20 18:10:21.464
